,Sentiment
112762,Negative
247861,Negative
87916,Positive
316828,Negative
505995,Positive
245250,Negative
482645,Negative
250484,Positive
493111,Negative
332839,Negative
312391,Positive
304718,Positive
10402,Positive
156106,Positive
11120,Negative
378650,Positive
247267,Positive
389384,Negative
500419,Negative
179633,Positive
286191,Positive
113491,Negative
65852,Negative
23921,Positive
110065,Negative
69823,Negative
354345,Positive
343522,Negative
426030,Negative
5914,Positive
213664,Negative
379703,Negative
333967,Negative
160303,Negative
392018,Positive
169702,Positive
353572,Positive
489287,Negative
242836,Negative
133049,Negative
259667,Negative
445176,Negative
118979,Negative
510499,Negative
354853,Positive
333631,Negative
220318,Negative
501868,Negative
49711,Negative
112898,Negative
75750,Positive
440906,Positive
207793,Positive
30061,Positive
460397,Positive
423032,Negative
425930,Negative
213959,Negative
61704,Positive
153116,Positive
243128,Negative
381192,Negative
62909,Negative
180270,Negative
352236,Negative
494282,Positive
51696,Negative
494732,Negative
99199,Positive
335433,Negative
203793,Positive
112081,Negative
297505,Negative
154388,Positive
251546,Positive
28435,Negative
256222,Positive
301905,Positive
152970,Negative
81925,Negative
448897,Positive
204749,Negative
205485,Negative
294353,Positive
233429,Positive
388216,Positive
47385,Negative
97927,Positive
355568,Negative
476412,Positive
69180,Negative
93362,Positive
130957,Negative
239893,Positive
179365,Positive
212705,Positive
316895,Negative
190916,Negative
331839,Positive
152723,Negative
263318,Negative
74521,Positive
326337,Negative
36156,Negative
69667,Negative
20292,Positive
485906,Positive
325954,Negative
424294,Positive
365691,Negative
262002,Positive
141343,Positive
362249,Positive
168699,Positive
253748,Negative
243718,Positive
409988,Positive
380143,Negative
458387,Positive
69727,Positive
357839,Positive
10689,Negative
39436,Negative
155996,Negative
234213,Positive
176576,Positive
510461,Positive
303644,Negative
252877,Negative
162200,Positive
416781,Positive
355066,Negative
26287,Positive
78209,Positive
461007,Positive
497679,Negative
192339,Positive
381571,Negative
280366,Positive
212090,Positive
64237,Negative
424095,Negative
8600,Positive
205931,Negative
430093,Positive
374124,Positive
476184,Negative
411122,Negative
4189,Positive
370913,Positive
319843,Positive
365088,Positive
461443,Negative
174107,Negative
489047,Negative
373452,Negative
315911,Positive
362738,Negative
258366,Positive
105484,Negative
376062,Negative
299244,Negative
244456,Negative
64549,Positive
131815,Negative
136965,Positive
494968,Negative
79446,Negative
33357,Positive
487135,Negative
209799,Positive
288215,Negative
219098,Positive
70116,Negative
121301,Negative
104458,Negative
464235,Negative
276966,Negative
32675,Negative
7902,Positive
460731,Positive
425612,Positive
359432,Negative
368713,Negative
280207,Positive
39140,Positive
135478,Negative
462521,Negative
267540,Positive
405351,Positive
434882,Negative
82071,Negative
84001,Negative
141866,Positive
64984,Negative
403857,Positive
18303,Positive
104198,Negative
206863,Negative
319239,Negative
137468,Positive
242617,Positive
423555,Negative
186145,Positive
349430,Negative
128721,Negative
441543,Negative
47778,Negative
197477,Negative
490405,Negative
12224,Negative
245481,Positive
1123,Positive
413246,Positive
427516,Negative
250676,Positive
252224,Positive
188822,Positive
169093,Negative
40291,Positive
142462,Positive
485632,Negative
307046,Positive
432306,Negative
56761,Positive
24702,Negative
305001,Negative
210184,Positive
416878,Negative
99734,Positive
307102,Negative
192953,Positive
121103,Negative
102908,Positive
70814,Positive
331441,Positive
137211,Positive
457652,Negative
325995,Negative
314855,Positive
217299,Negative
505224,Negative
262694,Negative
105254,Negative
72433,Negative
172973,Negative
389405,Positive
312414,Positive
241352,Positive
269343,Positive
110958,Negative
300474,Positive
129542,Negative
388203,Positive
286370,Negative
155947,Negative
223528,Negative
143571,Negative
453014,Negative
229297,Positive
389918,Negative
339564,Positive
84390,Negative
496983,Positive
281578,Negative
417132,Negative
295522,Negative
423600,Negative
416758,Positive
217154,Negative
235611,Negative
114212,Positive
317924,Negative
426910,Positive
237431,Positive
309552,Negative
314787,Positive
108269,Negative
47696,Negative
245288,Positive
359829,Negative
368534,Negative
69145,Negative
385491,Positive
287090,Negative
242445,Negative
386615,Positive
470660,Positive
70469,Positive
119739,Positive
297179,Positive
39380,Negative
380762,Positive
475994,Negative
454871,Positive
467584,Positive
45731,Positive
441403,Negative
108222,Negative
206989,Positive
228197,Positive
190380,Positive
250574,Positive
305468,Positive
372404,Negative
114454,Negative
429683,Positive
378933,Negative
93630,Positive
78293,Negative
42115,Negative
378345,Negative
95137,Positive
83835,Positive
193823,Negative
14207,Negative
467010,Negative
131452,Negative
337967,Positive
493982,Positive
143307,Negative
216799,Negative
93199,Negative
261229,Positive
314858,Negative
390657,Negative
285215,Positive
148933,Positive
318628,Positive
253897,Positive
376317,Negative
170834,Positive
508828,Positive
207122,Positive
33578,Positive
340921,Positive
123813,Positive
65442,Negative
331795,Positive
387926,Positive
381101,Positive
225564,Positive
454149,Positive
193278,Positive
67509,Positive
54337,Positive
364667,Negative
106567,Negative
307579,Negative
295520,Negative
495746,Negative
373379,Positive
160184,Positive
146875,Negative
341145,Positive
7310,Negative
364856,Negative
215373,Negative
468828,Positive
356667,Negative
196117,Positive
269910,Negative
183091,Negative
85845,Positive
315,Positive
244203,Negative
35174,Negative
402499,Negative
185105,Negative
416083,Negative
271644,Negative
333985,Negative
455403,Positive
325051,Positive
441380,Negative
267744,Positive
474395,Negative
354309,Positive
249771,Negative
113964,Negative
34183,Negative
201125,Negative
125490,Positive
482659,Positive
320229,Positive
64641,Negative
112259,Negative
235913,Negative
123650,Negative
411490,Positive
165815,Positive
330873,Positive
507359,Positive
443680,Negative
110168,Negative
129037,Positive
497594,Positive
329497,Negative
70822,Negative
337385,Negative
183705,Positive
407774,Negative
264354,Positive
267968,Positive
50690,Positive
161805,Negative
143221,Negative
45316,Positive
67873,Negative
130282,Positive
348328,Positive
36917,Negative
262438,Positive
91492,Positive
125691,Negative
365822,Positive
445151,Positive
373464,Negative
173158,Negative
276992,Positive
159017,Positive
295446,Positive
514226,Negative
420770,Positive
334537,Positive
105040,Negative
466248,Positive
334163,Negative
109094,Positive
66974,Negative
265404,Positive
144901,Negative
428978,Positive
361250,Negative
337326,Positive
217350,Negative
511751,Positive
73438,Negative
315783,Negative
123734,Negative
486953,Positive
253026,Negative
296067,Negative
460887,Positive
383536,Positive
327107,Positive
103877,Negative
178578,Negative
213738,Negative
337842,Positive
268748,Negative
79143,Positive
459933,Negative
145738,Positive
207692,Negative
100380,Positive
106751,Positive
434145,Positive
342442,Positive
390553,Positive
317990,Positive
10129,Negative
353728,Negative
151871,Positive
284476,Negative
402561,Negative
360874,Negative
288785,Positive
321854,Negative
121044,Positive
105202,Positive
47372,Positive
134048,Negative
242418,Negative
277903,Positive
280628,Positive
330286,Positive
325914,Negative
311575,Negative
162284,Positive
463872,Positive
91355,Negative
131224,Negative
319392,Positive
185267,Positive
366021,Positive
362558,Positive
28261,Negative
82050,Negative
8649,Positive
218535,Positive
284991,Positive
363694,Negative
515120,Negative
408505,Positive
505201,Negative
295426,Negative
110579,Negative
243905,Positive
34920,Positive
48977,Positive
185854,Positive
155149,Positive
314265,Positive
104382,Positive
366696,Positive
36332,Negative
359472,Negative
321888,Positive
439736,Positive
298448,Positive
30756,Positive
117439,Negative
37633,Positive
204903,Negative
51628,Negative
358274,Positive
195537,Negative
55642,Positive
225334,Negative
464643,Positive
232843,Negative
195651,Negative
75524,Positive
159373,Negative
382074,Positive
158137,Positive
119302,Negative
153691,Positive
186674,Negative
504643,Positive
255611,Positive
299856,Positive
405001,Positive
65278,Negative
342753,Positive
412550,Negative
65966,Positive
115946,Negative
367225,Negative
135644,Negative
487528,Negative
416300,Negative
6125,Negative
335066,Positive
307717,Positive
178180,Negative
178489,Positive
443714,Positive
486281,Positive
356775,Positive
494636,Positive
270517,Negative
501893,Positive
439812,Positive
271942,Positive
114601,Negative
391697,Positive
397778,Negative
459171,Negative
449279,Negative
509860,Positive
193996,Positive
416224,Negative
19591,Positive
365201,Negative
417937,Negative
27088,Negative
87369,Positive
283593,Positive
407008,Negative
131589,Negative
133942,Negative
383859,Negative
404050,Positive
470815,Positive
503695,Positive
273352,Negative
213320,Negative
160284,Positive
317577,Positive
45358,Positive
421906,Positive
190451,Positive
504437,Positive
227107,Negative
219057,Positive
86884,Positive
129894,Negative
327445,Negative
173768,Positive
131378,Negative
85182,Negative
453298,Negative
293597,Positive
69684,Negative
355003,Negative
374027,Positive
349401,Positive
398124,Negative
503926,Positive
501504,Positive
342791,Negative
174753,Positive
368517,Negative
289062,Negative
63084,Positive
8811,Negative
513447,Negative
198053,Positive
308471,Positive
40147,Positive
347218,Positive
168664,Negative
44619,Positive
475848,Negative
271175,Positive
73973,Positive
140304,Positive
364628,Positive
163523,Negative
206413,Negative
195972,Negative
321307,Positive
436643,Positive
344653,Positive
259434,Positive
195657,Negative
442221,Positive
391531,Negative
308390,Negative
105062,Negative
174088,Negative
352792,Positive
208498,Positive
203543,Positive
372242,Positive
263845,Positive
419369,Negative
254395,Positive
294363,Positive
205000,Negative
6043,Negative
125326,Positive
319889,Negative
103425,Positive
143693,Negative
273712,Negative
37305,Negative
274856,Positive
424099,Negative
126386,Negative
332871,Positive
123297,Negative
130314,Positive
40001,Negative
148408,Negative
66211,Negative
476130,Negative
467699,Positive
223409,Negative
125639,Positive
8509,Positive
224944,Negative
363864,Negative
133602,Negative
35425,Positive
9016,Negative
333331,Negative
472307,Negative
476546,Positive
414036,Negative
148551,Positive
448302,Positive
11857,Positive
386950,Positive
512333,Negative
51561,Positive
68211,Positive
337981,Negative
129256,Negative
377467,Negative
496540,Negative
359849,Negative
77181,Positive
486760,Negative
333393,Positive
100333,Positive
359754,Negative
404001,Positive
157350,Positive
343014,Negative
361615,Positive
50931,Positive
497827,Negative
124475,Positive
395375,Positive
30546,Positive
144875,Positive
374298,Positive
134035,Positive
36323,Positive
292166,Negative
214241,Negative
284662,Positive
452142,Positive
43058,Positive
281591,Negative
23503,Positive
312355,Positive
65680,Negative
40340,Negative
229340,Negative
317145,Positive
190426,Negative
55656,Positive
113752,Negative
437447,Positive
371162,Positive
365987,Negative
178798,Negative
80575,Negative
503007,Negative
321005,Positive
57992,Positive
106627,Negative
69634,Negative
463803,Positive
49594,Positive
393082,Positive
488039,Positive
69149,Negative
332248,Positive
13116,Positive
269686,Negative
112375,Negative
243416,Negative
288248,Positive
103822,Negative
169621,Negative
243170,Negative
325707,Negative
354885,Negative
112125,Positive
385718,Positive
195665,Negative
208451,Negative
503659,Negative
31805,Positive
152003,Positive
369146,Positive
510868,Negative
242122,Positive
458217,Negative
421018,Negative
248491,Positive
272954,Positive
110050,Negative
488782,Negative
448947,Negative
161459,Negative
333957,Negative
378002,Positive
65948,Negative
272945,Positive
490028,Negative
325066,Negative
219299,Positive
293599,Positive
418370,Positive
118603,Positive
71380,Negative
467368,Negative
41022,Negative
478781,Negative
327939,Positive
189670,Positive
68384,Negative
226116,Negative
125215,Negative
115863,Negative
351580,Positive
493802,Positive
17455,Negative
162785,Negative
82052,Positive
244421,Negative
216606,Positive
243898,Positive
69525,Positive
414447,Positive
318485,Positive
67037,Negative
435985,Negative
9113,Positive
210008,Positive
339467,Negative
127206,Negative
505379,Positive
392414,Positive
359593,Positive
24588,Negative
360858,Negative
26357,Positive
136496,Negative
91525,Positive
456561,Negative
476049,Negative
426855,Negative
245512,Negative
127713,Negative
510509,Positive
284043,Positive
124721,Positive
422707,Negative
493621,Positive
21369,Positive
348365,Negative
65472,Negative
220335,Negative
457337,Positive
443740,Positive
35290,Positive
395469,Positive
367095,Negative
186723,Negative
245943,Negative
111380,Positive
175534,Positive
225008,Negative
12214,Positive
490520,Positive
505042,Positive
66675,Negative
353393,Positive
341680,Positive
74847,Negative
209981,Negative
467896,Negative
112185,Positive
8758,Negative
67919,Negative
116058,Negative
154369,Negative
348009,Positive
171980,Negative
314466,Negative
87909,Positive
475015,Positive
144314,Positive
479530,Positive
323336,Positive
62377,Positive
